# C:/interactor-dress-on/models/Pixal3D-GGUF/Sparse/ss_flow_img_dit_1_3B_64_bf16.gguf
# magic=b'GGUF' version=3 tensors=701 kv=125
KV	general.architecture	flux
KV	general.quantization_version	2
KV	general.file_type	32
KV	comfy.gguf.orig_shape.rope_phases	[4096, 64]
T	blocks.10.norm2.bias	F32	1536
T	blocks.10.norm2.weight	F32	1536
T	blocks.10.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.10.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.11.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.11.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.11.modulation	F32	9216
T	blocks.11.norm2.bias	F32	1536
T	blocks.11.norm2.weight	F32	1536
T	blocks.11.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.11.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.12.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.12.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.12.modulation	F32	9216
T	blocks.12.norm2.bias	F32	1536
T	blocks.12.norm2.weight	F32	1536
T	blocks.12.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.12.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.13.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.13.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.13.modulation	F32	9216
T	blocks.13.norm2.bias	F32	1536
T	blocks.13.norm2.weight	F32	1536
T	blocks.13.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.13.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.14.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.14.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.14.modulation	F32	9216
T	blocks.14.norm2.bias	F32	1536
T	blocks.14.norm2.weight	F32	1536
T	blocks.14.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.14.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.15.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.15.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.15.modulation	F32	9216
T	blocks.15.norm2.bias	F32	1536
T	blocks.15.norm2.weight	F32	1536
T	blocks.15.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.15.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.16.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.16.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.16.modulation	F32	9216
T	blocks.16.norm2.bias	F32	1536
T	blocks.16.norm2.weight	F32	1536
T	blocks.16.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.16.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.17.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.17.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.17.modulation	F32	9216
T	blocks.17.norm2.bias	F32	1536
T	blocks.17.norm2.weight	F32	1536
T	blocks.17.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.17.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.18.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.18.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.18.modulation	F32	9216
T	blocks.18.norm2.bias	F32	1536
T	blocks.18.norm2.weight	F32	1536
T	blocks.18.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.18.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.19.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.19.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.19.modulation	F32	9216
T	blocks.19.norm2.bias	F32	1536
T	blocks.19.norm2.weight	F32	1536
T	blocks.19.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.19.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.2.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.2.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.2.modulation	F32	9216
T	blocks.2.norm2.bias	F32	1536
T	blocks.2.norm2.weight	F32	1536
T	blocks.2.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.2.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.20.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.20.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.20.modulation	F32	9216
T	blocks.20.norm2.bias	F32	1536
T	blocks.20.norm2.weight	F32	1536
T	blocks.20.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.20.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.21.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.21.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.21.modulation	F32	9216
T	blocks.21.norm2.bias	F32	1536
T	blocks.21.norm2.weight	F32	1536
T	blocks.21.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.21.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.22.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.22.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.22.modulation	F32	9216
T	blocks.22.norm2.bias	F32	1536
T	blocks.22.norm2.weight	F32	1536
T	blocks.22.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.22.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.23.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.23.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.23.modulation	F32	9216
T	blocks.23.norm2.bias	F32	1536
T	blocks.23.norm2.weight	F32	1536
T	blocks.23.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.23.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.24.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.24.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.24.modulation	F32	9216
T	blocks.24.norm2.bias	F32	1536
T	blocks.24.norm2.weight	F32	1536
T	blocks.24.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.24.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.25.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.25.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.25.modulation	F32	9216
T	blocks.25.norm2.bias	F32	1536
T	blocks.25.norm2.weight	F32	1536
T	blocks.25.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.25.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.26.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.26.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.26.modulation	F32	9216
T	blocks.26.norm2.bias	F32	1536
T	blocks.26.norm2.weight	F32	1536
T	blocks.26.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.26.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.27.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.27.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.27.modulation	F32	9216
T	blocks.27.norm2.bias	F32	1536
T	blocks.27.norm2.weight	F32	1536
T	blocks.27.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.27.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.28.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.28.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.28.modulation	F32	9216
T	blocks.28.norm2.bias	F32	1536
T	blocks.28.norm2.weight	F32	1536
T	blocks.28.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.28.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.29.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.29.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.29.modulation	F32	9216
T	blocks.29.norm2.bias	F32	1536
T	blocks.29.norm2.weight	F32	1536
T	blocks.29.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.29.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.3.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.3.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.3.modulation	F32	9216
T	blocks.3.norm2.bias	F32	1536
T	blocks.3.norm2.weight	F32	1536
T	blocks.3.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.3.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.4.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.4.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.4.modulation	F32	9216
T	blocks.4.norm2.bias	F32	1536
T	blocks.4.norm2.weight	F32	1536
T	blocks.4.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.4.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.5.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.5.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.5.modulation	F32	9216
T	blocks.5.norm2.bias	F32	1536
T	blocks.5.norm2.weight	F32	1536
T	blocks.5.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.5.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.6.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.6.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.6.modulation	F32	9216
T	blocks.6.norm2.bias	F32	1536
T	blocks.6.norm2.weight	F32	1536
T	blocks.6.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.6.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.7.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.7.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.7.modulation	F32	9216
T	blocks.7.norm2.bias	F32	1536
T	blocks.7.norm2.weight	F32	1536
T	blocks.7.self_attn.k_rms_norm.gamma	F16	256,6
T	blocks.7.self_attn.q_rms_norm.gamma	F16	256,6
T	blocks.8.cross_attn.cross_attn_block.k_rms_norm.gamma	F16	256,6
T	blocks.8.cross_attn.cross_attn_block.q_rms_norm.gamma	F16	256,6
T	blocks.8.modulation	F32	9216
T	blocks.8.norm2.bias	F32	1536
